nombre_de_producto,categoria,marca,precio,unidades_disponibles,en_descuento,precio_de_descuento,metodo_de_envio,metodos_de_pago,opciones_de_financiacion,politicas_de_devolucion,instrucciones_de_compra
Apple AirPods (2da Generación),Electrónica,Apple,5180.26,191,True,4323.88,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Moldes de silicona para huevos de Instant Pot,Cocina y Hogar,Instant Pot,6007.6,980,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas Nike Air Max Excee,"Ropa, Zapatos y Accesorios",Nike,5115.2,165,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Máquina para hacer helado de 2 cuartos de galón Cuisinart,Cocina y Hogar,Cuisinart,1522.16,44,True,1243.89,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Olla de cocción interna antiadherente de cerámica de Instant Pot,Cocina y Hogar,Instant Pot,5401.6,461,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Mallas Under Armour HeatGear Armour,Deportes y Aire Libre,Under Armour,396.25,4,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Altavoz Bluetooth Bose SoundLink Mini Edición Especial,Electrónica,Bose,5272.77,508,True,4028.64,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Camper Playset de Chelsea de Barbie,Juguetes y Juegos,Mattel,260.84,188,True,132.61,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Set de Máquinas Simples LEGO Education,Juguetes y Juegos,LEGO,1061.07,397,True,626.99,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Aspiradora inalámbrica Dyson Cyclone V10 Absolute,Cocina y Hogar,Dyson,4677.63,773,True,3262.93,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Barra de Sonido Bose SoundTouch 300,Electrónica,Bose,8335.6,917,True,6765.98,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Aspiradora vertical Dyson Cinetic Big Ball Animal Allergy,Cocina y Hogar,Dyson,7351.9,483,True,6157.17,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Camiseta 3-Stripes de Adidas para Hombres,"Ropa, Zapatos y Accesorios",Adidas,5841.05,796,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Edificio del Empire State LEGO Architecture,Juguetes y Juegos,LEGO,564.05,970,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Molinillo de café automático Cuisinart Supreme Grind,Cocina y Hogar,Cuisinart,2462.25,272,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Batidora de pie KitchenAid,Cocina y Hogar,KitchenAid,9922.31,376,True,6955.04,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Set de Ferrocarril de Madera de Lujo de Melissa & Doug,Juguetes y Juegos,Melissa & Doug,1798.21,616,True,1439.0,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Set Creativo de Ladrillos Clásicos LEGO,Juguetes y Juegos,LEGO,2166.74,356,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas Kaptur de Adidas para Hombres,"Ropa, Zapatos y Accesorios",Adidas,3278.53,211,True,2017.8,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Auriculares Bluetooth LG Tone Platinum SE,Electrónica,LG,7043.23,446,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Chaqueta de Polar Completo Benton Springs para Mujer de Columbia,Deportes y Aire Libre,Columbia,636.79,927,True,487.56,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas de Béisbol Nike Alpha Huarache Pro,Deportes y Aire Libre,Nike,701.28,904,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Mallas de Compresión Under Armour HeatGear,Deportes y Aire Libre,Under Armour,785.5,431,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Smartphone Desbloqueado LG K31,Electrónica,LG,2713.34,777,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Estilizador de cabello Dyson Airwrap,Cocina y Hogar,Dyson,6366.12,972,True,5279.88,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
